# Comments starts with '#' and the line will be ignored when reading,,,,,
# Command, start with pipe '|',,,,
# Empty lines will be ignored when reading,,,,,
# CSV format for data plot,,,,,
# Double quote is not allowed, use single quote instead
#  Type of plot,,,,,
| type=trace
# Plot data specification
| x = time
| y = voltage
| xunit = ms
| yunit = mV
# Data Table: No meta parameters should be defined beyond data table,,,,,
time,voltage,current
258.8,-0.29376,-10.6253
258.9,-2.0876,-17.5005
259,-3.7814,-20.3131
259.1,-5.4314,-15.938
259.2,-7.0815,-9.3753
259.3,-8.7378,-5.9377
259.4,-10.3628,-4.3751
259.5,-11.9754,-3.4376
259.6,-13.5692,-1.8751
259.7,-15.1692,-0.93753
259.8,-16.8068,1.5625
259.9,-18.4756,5.0002
260,-20.1569,8.1252
260.1,-21.8882,8.7503
260.2,-23.6507,8.4378
260.3,-25.3945,6.2502
260.4,-27.1321,4.0626
260.5,-28.8821,3.1251
260.6,-30.5697,0
260.7,-32.176,-6.2502
260.8,-33.6948,-10.6253
260.9,-35.1636,-12.8129
261,-36.5699,-12.1879
261.1,-37.9199,-10.9378
261.2,-39.1762,-14.0629
261.3,-40.3637,-15.938
261.4,-41.4763,-16.8755
261.5,-42.5013,-16.563
261.6,-43.4826,-14.0629
261.7,-44.3639,-16.8755
261.8,-45.1764,-16.8755
261.9,-45.9827,-11.5629
262,-46.6889,-10.3128
262.1,-47.3452,-11.2503
262.2,-48.014,-10.0003
262.3,-48.6827,-7.1877
262.4,-49.2953,-5.9377
262.5,-49.864,-6.2502
262.6,-50.4015,-7.5002
262.7,-50.9328,-3.1251
262.8,-51.4391,-4.3751
262.9,-51.9328,-2.8126
263,-52.4141,-1.8751
263.1,-52.8704,-2.1876
263.2,-53.3079,-2.1876
263.3,-53.7204,-2.8126
263.4,-54.0829,-4.0626
263.5,-54.4579,-2.8126
263.6,-54.8079,-2.8126
263.7,-55.1079,-4.6876
263.8,-55.4392,-2.5001
263.9,-55.7079,-1.8751
264,-55.9767,-1.5625
264.1,-56.258,0.93753
264.2,-56.508,0
264.3,-56.783,0
264.4,-57.058,2.5001
264.5,-57.3142,1.5625
264.6,-57.5518,0.62502
264.7,-57.7705,-0.93753
264.8,-57.9643,-1.5625
264.9,-58.1768,0
265,-58.358,-0.93753
265.1,-58.5705,1.8751
265.2,-58.7455,0.31251
265.3,-58.9205,0.31251
265.4,-59.0956,0
265.5,-59.2768,2.8126
265.6,-59.4393,1.5625
265.7,-59.6331,1.8751
265.8,-59.7831,0.93753
265.9,-59.9018,-0.31251
266,-60.0206,-0.93753
266.1,-60.1581,1.25
266.2,-60.2831,1.25
266.3,-60.3956,0.62502
266.4,-60.5143,2.5001
266.5,-60.6643,1.8751
266.6,-60.7706,1.5625
266.7,-60.8831,2.5001
266.8,-60.9831,0
266.9,-61.0769,1.25
267,-61.1644,2.1876
267.1,-61.2644,1.8751
267.2,-61.3769,3.4376
267.3,-61.4706,2.5001
267.4,-61.5456,1.8751
267.5,-61.6019,0
267.6,-61.6769,0.62502
267.7,-61.7644,3.1251
267.8,-61.8519,2.5001
267.9,-61.9144,1.8751
268,-61.9894,0.62502
268.1,-62.0644,2.8126
268.2,-62.1144,0.31251
268.3,-62.1769,1.8751
268.4,-62.2331,1.5625
268.5,-62.3019,3.1251
268.6,-62.3707,3.7501
268.7,-62.4519,2.5001
268.8,-62.5082,1.5625
268.9,-62.5519,0.93753
269,-62.6269,3.1251
269.1,-62.6832,2.8126
269.2,-62.7457,2.1876
269.3,-62.8019,1.8751
269.4,-62.8457,1.25
269.5,-62.8957,1.5625
269.6,-62.9457,1.8751
269.7,-63.0019,1.8751
269.8,-63.0519,1.8751
269.9,-63.0957,2.5001
270,-63.1207,0
270.1,-63.1707,3.4376
270.2,-63.2207,1.5625
270.3,-63.2582,1.8751
270.4,-63.2894,0.93753
270.5,-63.3332,3.1251
270.6,-63.3832,2.8126
270.7,-63.4207,2.5001
270.8,-63.4394,1.5625
270.9,-63.4519,0
271,-63.4957,1.5625
271.1,-63.5332,2.5001
271.2,-63.5769,4.0626
271.3,-63.6019,3.4376
271.4,-63.6519,3.1251
271.5,-63.6707,0
271.6,-63.6957,2.5001
271.7,-63.7332,1.5625
271.8,-63.7457,1.8751
271.9,-63.7832,1.25
272,-63.7957,2.8126
272.1,-63.8269,2.5001
272.2,-63.8332,0.31251
272.3,-63.8457,2.1876
272.4,-63.8644,1.25
272.5,-63.9019,5.0002
272.6,-63.9332,4.0626
272.7,-63.977,2.5001
272.8,-64.002,2.8126
272.9,-64.0207,1.25
273,-64.0457,2.1876
273.1,-64.0707,2.5001
273.2,-64.1082,2.5001
273.3,-64.1332,1.25
273.4,-64.177,3.4376
273.5,-64.1895,1.25
273.6,-64.2082,0
273.7,-64.2207,1.5625
273.8,-64.2457,2.8126
273.9,-64.2832,4.0626
274,-64.327,2.1876
274.1,-64.3395,0.93753
274.2,-64.3645,0.62502
274.3,-64.3707,1.8751
274.4,-64.377,1.25
274.5,-64.3895,1.25
274.6,-64.3957,1.5625
274.7,-64.3895,1.5625
274.8,-64.3957,2.5001
274.9,-64.4082,1.5625
275,-64.4332,2.5001
275.1,-64.4395,2.8126
275.2,-64.452,2.5001
275.3,-64.4832,3.1251
275.4,-64.4957,1.5625
275.5,-64.4957,1.25
275.6,-64.4832,1.25
275.7,-64.5082,2.8126
275.8,-64.502,0.93753
275.9,-64.502,2.5001
276,-64.527,3.1251
276.1,-64.5395,1.8751
276.2,-64.5457,2.8126
276.3,-64.5645,2.5001
276.4,-64.5645,1.8751
276.5,-64.577,1.5625
276.6,-64.5832,2.5001
276.7,-64.6207,3.7501
276.8,-64.6207,0.93753
276.9,-64.627,1.25
277,-64.627,1.25
277.1,-64.6207,2.8126
277.2,-64.6332,1.5625
277.3,-64.6395,1.8751
277.4,-64.6457,1.25
277.5,-64.627,1.25
277.6,-64.627,2.5001
277.7,-64.6332,2.5001
277.8,-64.652,3.1251
277.9,-64.6395,1.25
278,-64.627,0.62502
278.1,-64.627,1.25
278.2,-64.6145,1.5625
278.3,-64.5957,1.25
278.4,-64.6082,2.1876
278.5,-64.5957,3.1251
278.6,-64.602,2.8126
278.7,-64.5707,2.8126
278.8,-64.577,3.1251
278.9,-64.5895,3.1251
279,-64.602,1.5625
279.1,-64.5957,1.5625
279.2,-64.5832,0.31251
279.3,-64.577,2.1876
279.4,-64.5645,3.1251
279.5,-64.5645,3.7501
279.6,-64.5832,3.1251
279.7,-64.6145,4.3751
279.8,-64.6082,2.1876
279.9,-64.6145,1.25
280,-64.602,1.5625
280.1,-64.5832,1.25
280.2,-64.5832,3.1251
280.3,-64.5645,2.5001
280.4,-64.5707,2.5001
280.5,-64.5582,3.4376
280.6,-64.5395,0.62502
280.7,-64.552,2.5001
280.8,-64.5395,1.25
280.9,-64.5332,2.8126
281,-64.5395,4.3751
281.1,-64.5457,3.1251
281.2,-64.5707,3.7501
281.3,-64.5582,3.7501
281.4,-64.5457,0.62502
281.5,-64.5582,1.5625
281.6,-64.527,0
281.7,-64.527,3.1251
281.8,-64.527,3.7501
281.9,-64.502,1.25
282,-64.4957,2.8126
282.1,-64.502,2.5001
282.2,-64.502,2.8126
282.3,-64.5082,3.4376
282.4,-64.5207,4.0626
282.5,-64.527,2.5001
282.6,-64.5145,1.8751
282.7,-64.5207,2.1876
282.8,-64.5395,3.4376
282.9,-64.552,3.1251
283,-64.552,1.8751
283.1,-64.5645,3.7501
283.2,-64.577,3.4376
283.3,-64.5707,1.8751
283.4,-64.5645,2.5001
283.5,-64.5645,1.5625
283.6,-64.5582,2.1876
283.7,-64.5645,1.8751
283.8,-64.552,2.8126
283.9,-64.552,2.8126
284,-64.5457,2.8126
284.1,-64.552,2.8126
284.2,-64.5395,2.8126
284.3,-64.5145,1.8751
284.4,-64.527,2.8126
284.5,-64.4957,1.8751
284.6,-64.4957,0.93753
284.7,-64.477,3.1251
284.8,-64.477,2.8126
284.9,-64.4645,1.8751
285,-64.4582,1.5625
285.1,-64.4582,3.7501
285.2,-64.4707,3.4376
285.3,-64.452,2.8126
285.4,-64.4582,2.1876
285.5,-64.452,2.5001
285.6,-64.4332,2.1876
285.7,-64.4395,2.5001
285.8,-64.4332,4.0626
285.9,-64.4207,0.62502
286,-64.4207,1.25
286.1,-64.4145,2.8126
286.2,-64.3957,2.8126
286.3,-64.402,2.1876
286.4,-64.402,2.5001
286.5,-64.3832,0.93753
286.6,-64.3957,4.3751
286.7,-64.402,3.4376
286.8,-64.3707,0.62502
286.9,-64.3707,1.8751
287,-64.377,2.5001
287.1,-64.3707,2.5001
287.2,-64.3707,2.5001
287.3,-64.3707,3.1251
287.4,-64.352,1.8751
287.5,-64.352,2.8126
287.6,-64.3707,2.1876
287.7,-64.3645,2.8126
287.8,-64.377,2.8126
287.9,-64.3707,2.5001
288,-64.3582,1.25
288.1,-64.3582,2.8126
288.2,-64.352,2.1876
288.3,-64.3395,1.5625
288.4,-64.327,0.62502
288.5,-64.3145,2.5001
288.6,-64.3145,2.5001
288.7,-64.302,3.7501
288.8,-64.302,0.31251
288.9,-64.2957,3.1251
289,-64.2957,2.5001
289.1,-64.2645,1.5625
289.2,-64.2395,1.5625
289.3,-64.2582,3.4376
289.4,-64.252,2.1876
289.5,-64.2395,2.5001
289.6,-64.2332,1.5625
289.7,-64.2395,2.5001
289.8,-64.202,0.93753
289.9,-64.202,3.7501
290,-64.202,2.5001
290.1,-64.202,2.5001
290.2,-64.202,1.8751
290.3,-64.202,3.7501
290.4,-64.202,1.5625
290.5,-64.1957,2.5001
290.6,-64.1957,1.8751
290.7,-64.1957,1.5625
290.8,-64.1832,2.1876
290.9,-64.1707,1.25
291,-64.1707,2.8126
291.1,-64.1645,3.4376
291.2,-64.177,1.5625
291.3,-64.1645,2.5001
291.4,-64.1457,1.5625
291.5,-64.127,1.25
291.6,-64.127,3.1251
291.7,-64.1145,3.1251
291.8,-64.1207,1.8751
291.9,-64.127,3.1251
292,-64.1145,0
292.1,-64.102,2.5001
292.2,-64.1332,4.3751
292.3,-64.1145,1.5625
292.4,-64.102,2.1876
292.5,-64.0957,1.5625
292.6,-64.0832,0.93753
292.7,-64.0707,2.8126
292.8,-64.0582,2.1876
292.9,-64.0707,2.5001
293,-64.0645,3.7501
293.1,-64.0645,3.1251
293.2,-64.0395,1.25
293.3,-64.0332,0.93753
293.4,-64.0457,2.1876
293.5,-64.0457,2.8126
293.6,-64.0082,-0.62502
293.7,-63.9957,2.5001
293.8,-63.9957,1.8751
293.9,-63.977,2.8126
294,-63.9707,1.25
294.1,-63.9645,2.1876
294.2,-63.9457,2.8126
294.3,-63.9645,2.1876
294.4,-63.9582,1.8751
294.5,-63.9394,1.8751
294.6,-63.9519,2.8126
294.7,-63.9582,2.5001
294.8,-63.9394,0.62502
294.9,-63.9082,0
295,-63.9019,1.25
295.1,-63.9019,2.1876
295.2,-63.8894,1.5625
295.3,-63.8582,3.7501
295.4,-63.8332,2.1876
295.5,-63.8457,3.1251
295.6,-63.8519,1.5625
295.7,-63.8082,0.62502
295.8,-63.7769,0.62502
295.9,-63.7957,3.1251
296,-63.7957,4.3751
296.1,-63.7832,2.8126
296.2,-63.7707,2.5001
296.3,-63.7582,2.5001
296.4,-63.7519,3.7501
296.5,-63.7394,3.1251
296.6,-63.7457,1.8751
296.7,-63.7332,2.1876
296.8,-63.7144,3.4376
296.9,-63.7144,1.8751
297,-63.7332,4.0626
297.1,-63.7207,2.5001
297.2,-63.7019,0.62502
297.3,-63.6957,1.8751
297.4,-63.6957,3.4376
297.5,-63.6832,2.1876
297.6,-63.6832,2.5001
297.7,-63.6582,1.25
297.8,-63.6519,2.5001
297.9,-63.6707,4.3751
298,-63.6644,2.5001
298.1,-63.6519,1.25
298.2,-63.6269,2.5001
298.3,-63.6144,2.8126
298.4,-63.6269,4.0626
298.5,-63.6269,2.5001
298.6,-63.6082,2.5001
298.7,-63.5957,1.25
298.8,-63.5957,2.5001
298.9,-63.5894,2.5001
299,-63.5832,3.7501
299.1,-63.5457,0
299.2,-63.5519,3.4376
299.3,-63.5269,1.5625
299.4,-63.5019,1.8751
299.5,-63.4957,2.5001
299.6,-63.4957,3.7501
299.7,-63.4894,2.5001
299.8,-63.4769,4.0626
299.9,-63.4832,1.8751
300,-63.4457,1.25
300.1,-63.4332,1.25
300.2,-63.4269,3.7501
300.3,-63.4269,3.1251
300.4,-63.4394,2.8126
300.5,-63.4457,3.1251
300.6,-63.4269,1.25
300.7,-63.4207,2.5001
300.8,-63.4332,2.8126
300.9,-63.4144,2.5001
301,-63.4019,0
301.1,-63.3832,1.8751
301.2,-63.3769,4.0626
301.3,-63.3519,1.5625
301.4,-63.3457,2.1876
301.5,-63.3394,3.7501
301.6,-63.3207,3.4376
301.7,-63.3207,2.1876
301.8,-63.3144,2.8126
301.9,-63.2957,0.62502
302,-63.2644,1.8751
302.1,-63.2644,4.0626
302.2,-63.2644,3.1251
302.3,-63.2519,1.8751
302.4,-63.2269,1.25
302.5,-63.2269,1.5625
302.6,-63.2019,1.8751
302.7,-63.2144,2.8126
302.8,-63.1894,1.8751
302.9,-63.1832,2.5001
303,-63.1957,4.0626
303.1,-63.1957,2.5001
303.2,-63.1832,2.5001
303.3,-63.1519,0
303.4,-63.1582,2.8126
303.5,-63.1394,2.5001
303.6,-63.1457,2.8126
303.7,-63.1457,3.1251
303.8,-63.1269,2.5001
303.9,-63.1332,0.93753
304,-63.1269,2.1876
304.1,-63.1082,1.25
304.2,-63.1019,2.5001
304.3,-63.0769,2.5001
304.4,-63.0957,3.1251
304.5,-63.0769,1.8751
304.6,-63.0644,2.5001
304.7,-63.0582,3.7501
304.8,-63.0644,2.8126
304.9,-63.0519,2.5001
305,-63.0269,0.93753
305.1,-63.0207,2.5001
305.2,-63.0144,3.7501
305.3,-63.0269,2.5001
305.4,-63.0207,3.1251
305.5,-62.9894,0.31251
305.6,-62.9832,2.5001
305.7,-62.9894,1.8751
305.8,-62.9519,1.8751
305.9,-62.9394,1.5625
306,-62.9269,2.8126
306.1,-62.9144,3.1251
306.2,-62.9144,3.7501
306.3,-62.9144,3.1251
306.4,-62.9144,1.8751
306.5,-62.9082,1.8751
306.6,-62.9082,2.5001
306.7,-62.9207,2.5001
306.8,-62.9019,2.5001
306.9,-62.8894,0.62502
307,-62.8894,5.0002
307.1,-62.8957,3.7501
307.2,-62.8582,2.1876
307.3,-62.8394,1.8751
307.4,-62.8332,4.0626
307.5,-62.8394,2.5001
307.6,-62.8269,1.5625
307.7,-62.8144,3.7501
307.8,-62.8207,2.5001
307.9,-62.8082,1.8751
308,-62.7832,1.25
308.1,-62.7769,1.8751
308.2,-62.7582,2.5001
308.3,-62.7769,4.0626
308.4,-62.7769,1.5625
308.5,-62.7457,1.5625
308.6,-62.7582,2.1876
308.7,-62.7207,0.62502
308.8,-62.7019,1.5625
308.9,-62.7019,1.25
309,-62.6832,4.0626
309.1,-62.6582,1.5625
309.2,-62.6519,2.5001
309.3,-62.6582,3.7501
309.4,-62.6457,3.1251
309.5,-62.6394,0.93753
309.6,-62.6269,2.5001
309.7,-62.6269,2.5001
309.8,-62.6207,2.8126
309.9,-62.5957,0
310,-62.5894,2.1876
310.1,-62.5832,3.4376
310.2,-62.5707,1.5625
310.3,-62.5707,1.8751
310.4,-62.5582,2.8126
310.5,-62.5332,1.5625
310.6,-62.5144,0.31251
310.7,-62.5144,2.5001
310.8,-62.4894,0.93753
310.9,-62.4707,0.31251
311,-62.4769,3.1251
311.1,-62.4394,1.5625
311.2,-62.4269,3.1251
311.3,-62.4207,1.5625
311.4,-62.4082,2.5001
311.5,-62.3957,2.5001
311.6,-62.3769,1.25
311.7,-62.3644,2.8126
311.8,-62.3519,1.5625
311.9,-62.3206,2.5001
312,-62.2644,1.8751
312.1,-62.2206,1.5625
312.2,-62.2394,4.0626
312.3,-62.2269,2.5001
312.4,-62.2019,1.5625
312.5,-62.1894,4.0626
312.6,-62.1769,1.25
312.7,-62.1769,2.5001
312.8,-62.1456,2.5001
312.9,-62.1456,1.8751
313,-62.1144,3.1251
313.1,-62.1019,2.8126
313.2,-62.0769,1.5625
313.3,-62.0519,1.8751
313.4,-62.0519,3.4376
313.5,-62.0331,2.5001
313.6,-62.0269,3.4376
313.7,-62.0269,3.4376
313.8,-62.0144,2.5001
313.9,-62.0206,2.8126
314,-61.9894,1.5625
314.1,-61.9706,1.5625
314.2,-61.9831,3.1251
314.3,-61.9581,3.1251
314.4,-61.9456,1.8751
314.5,-61.9331,1.5625
314.6,-61.9081,2.8126
314.7,-61.9019,3.4376
314.8,-61.8894,1.25
314.9,-61.8706,1.8751
315,-61.8581,3.1251
315.1,-61.8331,1.25
315.2,-61.8081,2.5001
315.3,-61.8081,3.7501
315.4,-61.8019,3.4376
315.5,-61.7706,3.1251
315.6,-61.7831,2.5001
315.7,-61.7706,3.1251
315.8,-61.7706,2.1876
315.9,-61.7519,1.5625
316,-61.7331,2.5001
316.1,-61.7269,3.4376
316.2,-61.7331,3.4376
316.3,-61.7269,2.5001
316.4,-61.7331,2.8126
316.5,-61.7144,3.1251
316.6,-61.7019,0
316.7,-61.6956,1.8751
316.8,-61.6894,2.1876
316.9,-61.6581,2.5001
317,-61.6519,2.5001
317.1,-61.6394,2.1876
317.2,-61.6206,2.5001
317.3,-61.6394,3.7501
317.4,-61.6144,1.8751
317.5,-61.5831,0.31251
317.6,-61.5769,3.1251
317.7,-61.5519,3.1251
317.8,-61.5331,2.1876
317.9,-61.5394,3.4376
318,-61.5519,4.3751
318.1,-61.5331,1.5625
318.2,-61.5144,1.5625
318.3,-61.5019,1.5625
318.4,-61.4644,1.5625
318.5,-61.4706,2.5001
318.6,-61.4519,4.3751
318.7,-61.4581,3.1251
318.8,-61.4519,3.1251
318.9,-61.4581,2.1876
319,-61.4456,1.8751
319.1,-61.4456,3.7501
319.2,-61.4206,1.5625
319.3,-61.4206,1.25
319.4,-61.4019,1.8751
319.5,-61.3831,1.5625
319.6,-61.3769,2.1876
319.7,-61.3519,3.1251
319.8,-61.3519,2.5001
319.9,-61.3456,5.0002
320,-61.3331,0.93753
320.1,-61.3331,3.1251
320.2,-61.3081,1.5625
320.3,-61.2956,1.8751
320.4,-61.2956,2.8126
320.5,-61.2706,1.25
320.6,-61.2706,2.5001
320.7,-61.2519,2.8126
320.8,-61.2519,3.4376
320.9,-61.2456,3.7501
321,-61.2644,2.8126
321.1,-61.2456,0.93753
321.2,-61.2206,2.5001
321.3,-61.2206,3.4376
321.4,-61.2394,3.7501
321.5,-61.2206,2.5001
321.6,-61.2269,2.5001
321.7,-61.2269,2.1876
321.8,-61.2081,1.5625
321.9,-61.1831,1.25
322,-61.1769,1.25
322.1,-61.1456,1.25
322.2,-61.1706,3.4376
322.3,-61.1456,2.1876
322.4,-61.1394,0.93753
322.5,-61.1331,2.5001
322.6,-61.1206,2.5001
322.7,-61.1081,1.5625
322.8,-61.0894,2.5001
322.9,-61.0831,2.5001
323,-61.0706,1.8751
323.1,-61.0394,1.25
323.2,-61.0331,2.5001
323.3,-61.0019,0.93753
323.4,-60.9894,1.5625
323.5,-60.9706,2.5001
323.6,-60.9644,3.4376
323.7,-60.9644,3.7501
323.8,-60.9769,5.0002
323.9,-60.9769,2.1876
324,-60.9831,1.5625
324.1,-60.9769,0.93753
324.2,-60.9706,2.1876
324.3,-60.9519,0.93753
324.4,-60.9644,2.5001
324.5,-60.9519,1.5625
324.6,-60.9456,1.25
324.7,-60.9206,1.5625
324.8,-60.9269,2.5001
324.9,-60.9144,1.8751
325,-60.8956,1.5625
325.1,-60.8831,1.8751
325.2,-60.8644,1.25
325.3,-60.8394,2.5001
325.4,-60.8331,3.1251
325.5,-60.8331,1.5625
325.6,-60.8019,1.5625
325.7,-60.8019,3.1251
325.8,-60.7894,1.8751
325.9,-60.7644,2.8126
326,-60.7394,0.31251
326.1,-60.7206,1.5625
326.2,-60.6768,2.1876
326.3,-60.6581,1.5625
326.4,-60.6331,3.1251
326.5,-60.6268,4.0626
326.6,-60.6143,2.5001
326.7,-60.5893,2.5001
326.8,-60.5768,2.1876
326.9,-60.5768,2.1876
327,-60.5643,3.1251
327.1,-60.5456,2.5001
327.2,-60.5518,3.7501
327.3,-60.5518,2.5001
327.4,-60.5518,2.5001
327.5,-60.5643,2.5001
327.6,-60.5393,0.31251
327.7,-60.5206,0.93753
327.8,-60.5081,2.5001
327.9,-60.5018,2.1876
328,-60.4831,1.25
328.1,-60.4643,0.31251
328.2,-60.4643,2.5001
328.3,-60.4456,3.7501
328.4,-60.4518,2.8126
328.5,-60.4706,4.3751
328.6,-60.4018,0
328.7,-60.3456,0.31251
328.8,-60.3393,2.1876
328.9,-60.3331,3.1251
329,-60.3331,3.1251
329.1,-60.2893,0.62502
329.2,-60.2643,1.25
329.3,-60.2581,2.1876
329.4,-60.2393,4.0626
329.5,-60.2206,2.1876
329.6,-60.2206,3.7501
329.7,-60.2081,1.8751
329.8,-60.1831,2.8126
329.9,-60.1956,4.6876
330,-60.2018,4.0626
330.1,-60.1893,2.1876
330.2,-60.1706,2.5001
330.3,-60.1956,2.8126
330.4,-60.1706,1.25
330.5,-60.1393,1.8751
330.6,-60.1393,3.1251
330.7,-60.1081,2.1876
330.8,-60.0831,0
330.9,-60.0643,2.8126
331,-60.0393,2.8126
331.1,-60.0331,4.0626
331.2,-60.0393,3.1251
331.3,-60.0393,3.4376
331.4,-60.0581,3.1251
331.5,-60.0581,3.4376
331.6,-60.0581,2.8126
331.7,-60.0581,1.8751
331.8,-60.0206,0.31251
331.9,-60.0018,1.8751
332,-59.9893,2.5001
332.1,-60.0018,2.8126
332.2,-59.9643,1.8751
332.3,-59.9706,1.5625
332.4,-59.9643,2.5001
332.5,-59.9456,2.5001
332.6,-59.9456,3.7501
332.7,-59.9331,2.5001
332.8,-59.9268,1.5625
332.9,-59.9081,3.1251
333,-59.9081,1.5625
333.1,-59.8893,1.5625
333.2,-59.8768,2.8126
333.3,-59.8518,1.5625
333.4,-59.8393,2.5001
333.5,-59.7831,0.31251
333.6,-59.7893,2.1876
333.7,-59.7831,4.3751
333.8,-59.7893,3.1251
333.9,-59.7581,2.1876
334,-59.7518,3.1251
334.1,-59.7331,1.8751
334.2,-59.7331,2.5001
334.3,-59.7268,2.8126
334.4,-59.6893,1.25
334.5,-59.6768,1.8751
334.6,-59.6518,0.93753
334.7,-59.6331,3.4376
334.8,-59.6081,2.8126
334.9,-59.6206,4.6876
335,-59.6018,2.8126
335.1,-59.6018,3.1251
335.2,-59.6018,3.7501
335.3,-59.6018,1.8751
335.4,-59.5893,2.5001
335.5,-59.5643,1.8751
335.6,-59.5518,2.5001
335.7,-59.5393,0.62502
335.8,-59.5081,2.1876
335.9,-59.5018,3.4376
336,-59.5018,3.7501
336.1,-59.4956,2.1876
336.2,-59.4831,1.5625
336.3,-59.4831,4.0626
336.4,-59.4393,1.25
336.5,-59.4206,1.25
336.6,-59.4081,2.8126
336.7,-59.3956,2.5001
336.8,-59.3831,2.8126
336.9,-59.3518,2.5001
337,-59.3581,5.0002
337.1,-59.3456,1.8751
337.2,-59.3581,3.4376
337.3,-59.3456,3.1251
337.4,-59.3331,1.5625
337.5,-59.3081,0.93753
337.6,-59.3143,3.7501
337.7,-59.3143,3.4376
337.8,-59.3081,1.25
337.9,-59.3143,3.7501
338,-59.3331,2.5001
338.1,-59.3018,0.93753
338.2,-59.3018,2.5001
338.3,-59.2893,2.5001
338.4,-59.2643,1.25
338.5,-59.2518,2.5001
338.6,-59.2268,1.8751
338.7,-59.2581,5.0002
338.8,-59.2581,3.4376
338.9,-59.2393,1.25
339,-59.2456,3.7501
339.1,-59.2143,0.31251
339.2,-59.2018,0.62502
339.3,-59.1956,2.8126
339.4,-59.1456,1.25
339.5,-59.1268,1.25
339.6,-59.1206,3.1251
339.7,-59.1018,2.5001
339.8,-59.0893,2.5001
339.9,-59.0706,1.8751
340,-59.033,0.62502
340.1,-59.008,2.5001
340.2,-59.0018,2.1876
340.3,-59.0018,3.1251
340.4,-58.9955,2.5001
340.5,-58.9955,3.1251
340.6,-58.9768,2.1876
340.7,-58.9955,4.3751
340.8,-58.983,1.25
340.9,-58.9518,0.93753
341,-58.9455,0.93753
341.1,-58.9143,1.25
341.2,-58.9205,3.1251
341.3,-58.908,2.5001
341.4,-58.8955,1.8751
341.5,-58.8705,2.5001
341.6,-58.883,4.0626
341.7,-58.883,2.5001
341.8,-58.8643,1.5625
341.9,-58.8455,2.8126
342,-58.858,3.1251
342.1,-58.8393,1.8751
342.2,-58.8268,1.5625
342.3,-58.8205,1.5625
342.4,-58.8018,2.1876
342.5,-58.8018,2.5001
342.6,-58.7893,2.8126
342.7,-58.7768,2.1876
342.8,-58.7518,2.1876
342.9,-58.7455,3.1251
343,-58.758,3.1251
343.1,-58.7393,2.5001
343.2,-58.733,1.8751
343.3,-58.7143,0
343.4,-58.7018,2.1876
343.5,-58.6893,1.25
343.6,-58.6643,0.93753
343.7,-58.633,2.8126
343.8,-58.608,0.93753
343.9,-58.5955,2.5001
344,-58.5893,2.5001
344.1,-58.5643,1.25
344.2,-58.5455,2.5001
344.3,-58.5205,1.25
344.4,-58.533,3.7501
344.5,-58.5205,4.0626
344.6,-58.5018,0
344.7,-58.4768,0.62502
344.8,-58.4705,3.4376
344.9,-58.4643,2.1876
345,-58.4393,1.5625
345.1,-58.4518,4.3751
345.2,-58.4268,2.1876
345.3,-58.3955,2.5001
345.4,-58.333,0.62502
345.5,-58.3268,0.93753
345.6,-58.3205,1.5625
345.7,-58.2955,1.5625
345.8,-58.2768,2.8126
345.9,-58.2893,3.7501
346,-58.2643,2.1876
346.1,-58.2643,3.7501
346.2,-58.2393,0
346.3,-58.2393,3.4376
346.4,-58.233,3.7501
346.5,-58.208,2.1876
346.6,-58.1893,3.1251
346.7,-58.1893,1.5625
346.8,-58.1768,1.25
346.9,-58.158,2.5001
347,-58.1455,1.5625
347.1,-58.133,2.5001
347.2,-58.1143,2.5001
347.3,-58.1018,4.3751
347.4,-58.083,2.8126
347.5,-58.0768,2.1876
347.6,-58.0768,1.8751
347.7,-58.0455,3.1251
347.8,-58.0268,0.93753
347.9,-58.0205,3.1251
348,-58.0143,3.7501
348.1,-57.9955,1.25
348.2,-57.983,2.8126
348.3,-57.9643,2.5001
348.4,-57.958,2.8126
348.5,-57.9205,1.8751
348.6,-57.9143,3.1251
348.7,-57.9205,4.6876
348.8,-57.9018,1.8751
348.9,-57.883,1.25
349,-57.8643,2.5001
349.1,-57.883,5.3127
349.2,-57.858,2.5001
349.3,-57.8768,5.0002
349.4,-57.8768,1.8751
349.5,-57.858,1.25
349.6,-57.8455,2.5001
349.7,-57.833,1.8751
349.8,-57.8205,1.25
349.9,-57.808,3.4376
350,-57.8268,3.4376
350.1,-57.8268,3.1251
350.2,-57.7955,1.25
350.3,-57.7955,2.8126
350.4,-57.7893,3.4376
350.5,-57.7705,2.1876
350.6,-57.7893,1.8751
350.7,-57.7893,3.7501
350.8,-57.8143,4.3751
350.9,-57.8143,3.1251
351,-57.8143,1.5625
351.1,-57.8268,3.4376
351.2,-57.8393,1.8751
351.3,-57.8455,2.5001
351.4,-57.833,0
351.5,-57.8018,1.5625
351.6,-57.7893,3.1251
351.7,-57.783,1.25
351.8,-57.7893,2.5001
351.9,-57.7768,2.8126
352,-57.7955,5.0002
352.1,-57.783,1.25
352.2,-57.7705,1.8751
352.3,-57.7643,2.1876
352.4,-57.7393,2.5001
352.5,-57.758,2.8126
352.6,-57.7518,2.1876
352.7,-57.7643,3.1251
352.8,-57.7455,1.25
352.9,-57.7518,4.0626
353,-57.783,4.3751
353.1,-57.7768,2.8126
353.2,-57.758,0
353.3,-57.758,2.1876
353.4,-57.7643,3.1251
353.5,-57.758,1.5625
