# Comments starts with '#' and the line will be ignored when reading,,,,,
# Command, start with pipe '|',,,,
# Empty lines will be ignored when reading,,,,,
# CSV format for data plot,,,,,
# Double quote is not allowed, use single quote instead
#  Type of plot,,,,,
| type=trace
# Plot data specification
| x = time
| y = voltage
| xunit = ms
| yunit = mV
# Data Table: No meta parameters should be defined beyond data table,,,,,
time,voltage,current
497,-61.8269,2.5001
497.1,-61.8206,1.5625
497.2,-61.7956,2.8126
497.3,-61.7769,1.5625
497.4,-61.7581,2.5001
497.5,-61.7394,3.7501
497.6,-61.7394,2.8126
497.7,-61.7144,2.5001
497.8,-61.7144,3.1251
497.9,-61.7269,5.0002
498,-61.7144,2.1876
498.1,-61.7019,1.8751
498.2,-61.6894,1.8751
498.3,-61.6894,3.1251
498.4,-61.6956,5.0002
498.5,-61.6894,2.1876
498.6,-61.6769,0.93753
498.7,-61.6769,2.5001
498.8,-61.6581,2.5001
498.9,-61.6394,1.8751
499,-61.6581,4.0626
499.1,-61.6706,1.8751
499.2,-61.6394,2.5001
499.3,-61.6144,1.5625
499.4,-61.6519,3.7501
499.5,-61.6519,2.5001
499.6,-61.6519,3.4376
499.7,-61.6581,2.8126
499.8,-61.6331,0.62502
499.9,-61.6206,1.5625
500,-61.5894,0.93753
500.1,-61.5769,1.5625
500.2,-61.5581,2.1876
500.3,-61.5456,2.5001
500.4,-61.5331,4.3751
500.5,-61.5206,3.1251
500.6,-61.5019,1.5625
500.7,-61.4894,1.8751
500.8,-61.4519,2.5001
500.9,-61.4581,3.7501
501,-61.4394,3.4376
501.1,-61.4456,3.7501
501.2,-61.4581,3.1251
501.3,-61.4519,2.5001
501.4,-61.4394,2.5001
501.5,-61.4269,1.25
501.6,-61.4206,2.5001
501.7,-61.4019,1.8751
501.8,-61.4206,4.0626
501.9,-61.4331,3.7501
502,-61.4269,2.5001
502.1,-61.4206,2.5001
502.2,-61.4019,0.93753
502.3,-61.3956,2.5001
502.4,-61.4019,2.8126
502.5,-61.4144,2.8126
502.6,-61.4081,1.5625
502.7,-61.4019,2.5001
502.8,-61.3831,0.62502
502.9,-61.3706,2.5001
503,-61.3581,1.5625
503.1,-61.3456,2.5001
503.2,-61.3519,3.7501
503.3,-61.3456,2.8126
503.4,-61.3144,0.93753
503.5,-61.3019,2.5001
503.6,-61.2894,1.25
503.7,-61.2831,2.5001
503.8,-61.2956,4.6876
503.9,-61.2644,2.5001
504,-61.2644,2.5001
504.1,-61.2581,1.25
504.2,-61.2644,3.7501
504.3,-61.2456,1.5625
504.4,-61.2456,1.25
504.5,-61.2269,2.5001
504.6,-61.2019,1.25
504.7,-61.1956,2.8126
504.8,-61.2019,3.1251
504.9,-61.1894,2.1876
505,-61.1769,2.5001
505.1,-61.1581,1.5625
505.2,-61.1331,1.8751
505.3,-61.1331,2.5001
505.4,-61.1144,2.8126
505.5,-61.1394,5.3127
505.6,-61.1644,3.4376
505.7,-61.1831,3.7501
505.8,-61.1706,1.8751
505.9,-61.1769,1.25
506,-61.1706,1.5625
506.1,-61.1394,0
506.2,-61.1331,1.25
506.3,-61.1269,3.4376
506.4,-61.1019,1.25
506.5,-61.1019,3.1251
506.6,-61.0894,2.5001
506.7,-61.0831,3.7501
506.8,-61.0831,2.1876
506.9,-61.0956,2.8126
507,-61.1019,3.1251
507.1,-61.0956,2.1876
507.2,-61.1081,2.8126
507.3,-61.0769,0.62502
507.4,-61.0581,0.31251
507.5,-61.0769,2.5001
507.6,-61.0769,1.8751
507.7,-61.0456,0.62502
507.8,-61.0456,2.1876
507.9,-61.0269,1.8751
508,-61.0144,3.1251
508.1,-61.0019,2.8126
508.2,-61.0081,3.4376
508.3,-61.0144,3.1251
508.4,-61.0081,1.25
508.5,-61.0019,2.1876
508.6,-61.0019,2.1876
508.7,-61.0081,4.0626
508.8,-61.0269,2.5001
508.9,-61.0081,1.25
509,-61.0019,1.5625
509.1,-61.0081,3.7501
509.2,-60.9956,1.25
509.3,-60.9956,2.8126
509.4,-60.9831,2.1876
509.5,-60.9894,2.5001
509.6,-60.9956,2.5001
509.7,-60.9956,1.25
509.8,-60.9706,0.93753
509.9,-60.9581,1.5625
510,-60.9706,2.5001
510.1,-60.9706,2.1876
510.2,-60.9519,3.1251
510.3,-60.9394,1.5625
510.4,-60.9331,1.8751
510.5,-60.9269,0.93753
510.6,-60.9144,1.8751
510.7,-60.9019,1.5625
510.8,-60.8894,2.8126
510.9,-60.8769,0.93753
511,-60.8706,2.1876
511.1,-60.8581,2.1876
511.2,-60.8706,3.1251
511.3,-60.8519,2.5001
511.4,-60.8394,1.25
511.5,-60.8331,1.25
511.6,-60.8394,4.3751
511.7,-60.8206,0.62502
511.8,-60.8019,1.5625
511.9,-60.7831,3.1251
512,-60.7269,1.25
512.1,-60.7269,2.5001
512.2,-60.7331,0.93753
512.3,-60.7394,3.1251
512.4,-60.7206,2.5001
512.5,-60.7394,4.0626
512.6,-60.7269,1.8751
512.7,-60.7144,1.25
512.8,-60.7206,3.4376
512.9,-60.7269,3.1251
513,-60.7269,2.8126
513.1,-60.7206,2.8126
513.2,-60.7019,1.5625
513.3,-60.7081,2.5001
513.4,-60.6956,2.5001
513.5,-60.6956,2.1876
513.6,-60.6831,1.8751
513.7,-60.6768,3.1251
513.8,-60.6831,3.7501
513.9,-60.6831,2.8126
514,-60.6956,3.1251
514.1,-60.6894,2.5001
514.2,-60.6831,2.1876
514.3,-60.6894,2.8126
514.4,-60.6956,1.8751
514.5,-60.6831,2.5001
514.6,-60.6518,0.62502
514.7,-60.6581,1.8751
514.8,-60.6518,3.1251
514.9,-60.6331,1.8751
515,-60.6143,0.62502
515.1,-60.5893,2.5001
515.2,-60.5956,3.7501
515.3,-60.5831,3.7501
515.4,-60.5643,2.5001
515.5,-60.5581,3.1251
515.6,-60.5393,1.25
515.7,-60.5268,1.25
515.8,-60.5143,2.5001
515.9,-60.5018,1.5625
516,-60.4893,3.7501
516.1,-60.4893,3.7501
516.2,-60.4893,2.8126
516.3,-60.4581,1.25
516.4,-60.4393,1.25
516.5,-60.4331,2.5001
516.6,-60.4331,3.7501
516.7,-60.4331,3.1251
516.8,-60.4143,2.5001
516.9,-60.4331,3.1251
517,-60.4581,5.3127
517.1,-60.4581,1.5625
517.2,-60.4581,2.8126
517.3,-60.4581,1.8751
517.4,-60.4393,0.93753
517.5,-60.4268,2.5001
517.6,-60.4143,1.5625
517.7,-60.4018,0.93753
517.8,-60.3706,0.62502
517.9,-60.3518,2.8126
518,-60.3018,1.25
518.1,-60.3018,2.5001
518.2,-60.3018,3.7501
518.3,-60.2768,1.5625
518.4,-60.2518,1.5625
518.5,-60.2393,1.8751
518.6,-60.2268,3.1251
518.7,-60.2018,1.8751
518.8,-60.1768,2.8126
518.9,-60.1768,3.1251
519,-60.1643,3.4376
519.1,-60.1581,2.5001
519.2,-60.1268,1.25
519.3,-60.1456,5.3127
519.4,-60.1206,1.5625
519.5,-60.1268,3.1251
519.6,-60.1268,1.8751
519.7,-60.1081,3.1251
519.8,-60.1206,3.4376
519.9,-60.1018,3.1251
520,-60.0956,1.25
520.1,-60.1018,2.5001
520.2,-60.0831,1.25
520.3,-60.0893,3.4376
520.4,-60.0831,1.8751
520.5,-60.0956,3.4376
520.6,-60.1268,4.0626
520.7,-60.1206,2.1876
520.8,-60.1081,0.93753
520.9,-60.0893,0.31251
521,-60.0768,1.5625
521.1,-60.0581,1.8751
521.2,-60.0706,2.8126
521.3,-60.0643,3.1251
521.4,-60.0643,3.1251
521.5,-60.0518,2.8126
521.6,-60.0518,1.8751
521.7,-60.0143,0.62502
521.8,-60.0331,3.7501
521.9,-60.0331,3.1251
522,-60.0331,1.5625
522.1,-59.9956,1.5625
522.2,-59.9831,1.8751
522.3,-59.9956,3.1251
522.4,-59.9893,2.8126
522.5,-59.9706,0.93753
522.6,-59.9831,2.8126
522.7,-59.9768,2.8126
522.8,-59.9456,0
522.9,-59.9206,2.5001
523,-59.9081,2.1876
523.1,-59.9018,2.8126
523.2,-59.8706,1.8751
523.3,-59.8768,3.7501
523.4,-59.8831,3.1251
523.5,-59.8831,2.5001
523.6,-59.8706,1.25
523.7,-59.8831,3.1251
523.8,-59.8768,3.1251
523.9,-59.8643,2.5001
524,-59.8706,1.8751
524.1,-59.8706,2.8126
524.2,-59.8581,1.5625
524.3,-59.8518,0.93753
524.4,-59.8268,0.62502
524.5,-59.8456,3.7501
524.6,-59.8518,2.8126
524.7,-59.8393,1.5625
524.8,-59.8268,2.5001
524.9,-59.8456,1.8751
525,-59.8143,1.5625
525.1,-59.8018,1.5625
525.2,-59.7956,0.93753
525.3,-59.7893,1.5625
525.4,-59.7706,1.5625
525.5,-59.7893,3.7501
525.6,-59.7581,1.8751
525.7,-59.7518,0.93753
525.8,-59.7268,0.93753
525.9,-59.7143,2.8126
526,-59.7081,2.1876
526.1,-59.6956,2.5001
526.2,-59.6706,1.5625
526.3,-59.6643,2.8126
526.4,-59.6581,2.5001
526.5,-59.6456,1.5625
526.6,-59.6518,4.0626
526.7,-59.6581,2.5001
526.8,-59.6643,4.0626
526.9,-59.6643,2.1876
527,-59.6643,1.8751
527.1,-59.6643,0.93753
527.2,-59.6581,0.62502
527.3,-59.6206,1.5625
527.4,-59.6143,1.25
527.5,-59.6143,3.4376
527.6,-59.6206,3.4376
527.7,-59.6206,1.8751
527.8,-59.6018,2.5001
527.9,-59.6081,2.1876
528,-59.5831,0.31251
528.1,-59.5768,1.25
528.2,-59.5706,2.1876
528.3,-59.5706,2.1876
528.4,-59.5518,1.8751
528.5,-59.5268,1.5625
528.6,-59.4956,2.5001
528.7,-59.4581,1.5625
528.8,-59.4643,3.1251
528.9,-59.4518,0.93753
529,-59.4581,4.0626
529.1,-59.4393,1.8751
529.2,-59.4206,0.93753
529.3,-59.4206,2.8126
529.4,-59.4081,4.0626
529.5,-59.3706,0
529.6,-59.3768,2.8126
529.7,-59.3643,3.1251
529.8,-59.3393,1.25
529.9,-59.3393,2.8126
530,-59.3393,5.0002
530.1,-59.3143,1.8751
530.2,-59.3018,2.5001
530.3,-59.2893,2.5001
530.4,-59.2581,0
530.5,-59.2581,2.8126
530.6,-59.2331,3.4376
530.7,-59.2331,2.5001
530.8,-59.2206,3.4376
530.9,-59.2206,3.4376
531,-59.2018,2.1876
531.1,-59.1956,2.5001
531.2,-59.1956,3.1251
531.3,-59.1956,4.3751
531.4,-59.2081,3.4376
531.5,-59.1893,2.5001
531.6,-59.1831,0.93753
531.7,-59.1643,2.5001
531.8,-59.1643,1.5625
531.9,-59.1331,1.5625
532,-59.1081,1.8751
532.1,-59.1018,3.1251
532.2,-59.0956,1.25
532.3,-59.0831,3.1251
532.4,-59.0581,3.1251
532.5,-59.0456,3.4376
532.6,-59.0581,2.5001
532.7,-59.0143,1.5625
532.8,-59.0018,4.0626
532.9,-59.008,3.1251
533,-59.0018,1.8751
533.1,-58.9893,1.8751
533.2,-58.983,4.0626
533.3,-58.983,3.1251
533.4,-58.9643,2.1876
533.5,-58.9518,1.25
533.6,-58.9205,2.5001
533.7,-58.9268,2.8126
533.8,-58.9268,2.5001
533.9,-58.9205,3.7501
534,-58.9393,3.1251
534.1,-58.9393,3.1251
534.2,-58.9205,1.5625
534.3,-58.9018,0.62502
534.4,-58.8955,3.1251
534.5,-58.8893,1.8751
534.6,-58.8893,4.3751
534.7,-58.8893,2.8126
534.8,-58.8768,1.25
534.9,-58.883,2.5001
535,-58.8518,1.8751
535.1,-58.8393,1.5625
535.2,-58.8393,3.1251
535.3,-58.8205,2.1876
535.4,-58.8018,1.25
535.5,-58.8143,4.3751
535.6,-58.7893,2.5001
535.7,-58.7955,2.1876
535.8,-58.7768,2.1876
535.9,-58.7643,2.5001
536,-58.7518,1.5625
536.1,-58.7393,1.25
536.2,-58.708,1.5625
536.3,-58.7018,2.5001
536.4,-58.683,2.5001
536.5,-58.6518,1.5625
536.6,-58.6393,2.8126
536.7,-58.633,4.0626
536.8,-58.6143,2.1876
536.9,-58.6143,2.5001
537,-58.6018,2.1876
537.1,-58.5893,2.1876
537.2,-58.583,2.1876
537.3,-58.5518,2.8126
537.4,-58.533,0.93753
537.5,-58.5393,2.5001
537.6,-58.533,2.1876
537.7,-58.5268,2.8126
537.8,-58.533,2.8126
537.9,-58.5268,2.8126
538,-58.5205,2.1876
538.1,-58.508,1.5625
538.2,-58.4893,1.25
538.3,-58.4643,2.5001
538.4,-58.483,3.7501
538.5,-58.4768,3.1251
538.6,-58.483,2.5001
538.7,-58.4768,2.8126
538.8,-58.483,1.8751
538.9,-58.4705,3.7501
539,-58.458,1.25
539.1,-58.4643,2.5001
539.2,-58.4643,2.5001
539.3,-58.458,2.5001
539.4,-58.433,1.5625
539.5,-58.4205,0.31251
539.6,-58.4205,3.7501
539.7,-58.4205,2.5001
539.8,-58.4018,1.5625
539.9,-58.3893,2.5001
540,-58.383,2.5001
540.1,-58.358,2.5001
540.2,-58.3518,1.5625
540.3,-58.3205,1.25
540.4,-58.3018,1.5625
540.5,-58.3018,3.1251
540.6,-58.283,2.8126
540.7,-58.258,0.62502
540.8,-58.233,0.93753
540.9,-58.208,2.1876
541,-58.2018,1.25
541.1,-58.183,2.5001
541.2,-58.158,3.1251
541.3,-58.1518,2.5001
541.4,-58.1518,2.8126
541.5,-58.1455,2.5001
541.6,-58.1393,2.8126
541.7,-58.1518,3.1251
541.8,-58.1205,0.62502
541.9,-58.1268,2.8126
542,-58.133,2.8126
542.1,-58.108,1.25
542.2,-58.1018,1.8751
542.3,-58.0893,3.1251
542.4,-58.1018,2.5001
542.5,-58.1018,3.7501
542.6,-58.1018,1.8751
542.7,-58.0768,2.5001
542.8,-58.0893,3.1251
542.9,-58.0768,1.8751
543,-58.0705,2.5001
543.1,-58.0643,1.8751
543.2,-58.0643,2.5001
543.3,-58.0643,2.8126
543.4,-58.058,1.25
543.5,-58.0205,0
543.6,-58.0205,2.5001
543.7,-58.008,1.5625
543.8,-57.983,1.8751
543.9,-57.958,0.62502
544,-57.9518,3.4376
544.1,-57.9393,3.4376
544.2,-57.9393,2.5001
544.3,-57.9393,2.8126
544.4,-57.9205,2.5001
544.5,-57.9018,1.5625
544.6,-57.9018,2.8126
544.7,-57.8955,1.25
544.8,-57.883,1.25
544.9,-57.8518,1.5625
545,-57.8643,4.3751
545.1,-57.8393,0.93753
545.2,-57.8268,2.5001
545.3,-57.7643,1.5625
545.4,-57.733,0.62502
545.5,-57.7518,3.1251
545.6,-57.758,4.0626
545.7,-57.7268,1.5625
545.8,-57.7205,2.8126
545.9,-57.733,1.8751
546,-57.7205,2.5001
546.1,-57.7143,1.8751
546.2,-57.7143,3.7501
546.3,-57.6893,1.8751
546.4,-57.6705,1.5625
546.5,-57.6705,2.8126
546.6,-57.683,4.3751
546.7,-57.6768,2.8126
546.8,-57.6455,1.8751
546.9,-57.658,2.5001
547,-57.6205,0.31251
547.1,-57.6205,3.7501
547.2,-57.6205,4.3751
547.3,-57.633,5.0002
547.4,-57.608,0.31251
547.5,-57.608,1.25
547.6,-57.6018,2.5001
547.7,-57.5955,2.5001
547.8,-57.5705,1.8751
547.9,-57.5455,3.4376
548,-57.5518,1.8751
548.1,-57.533,2.8126
548.2,-57.5205,3.1251
548.3,-57.5018,1.8751
548.4,-57.5018,1.25
548.5,-57.4768,2.1876
548.6,-57.458,3.1251
548.7,-57.4268,1.5625
548.8,-57.4205,3.7501
548.9,-57.433,4.0626
549,-57.4455,4.0626
549.1,-57.433,0.93753
549.2,-57.4393,3.1251
549.3,-57.433,2.8126
549.4,-57.458,3.4376
549.5,-57.4705,4.3751
549.6,-57.4705,1.25
549.7,-57.4393,0
549.8,-57.433,1.25
549.9,-57.4143,3.1251
550,-57.4143,2.1876
550.1,-57.3955,1.25
550.2,-57.3705,1.8751
550.3,-57.3517,2.1876
550.4,-57.3267,2.5001
550.5,-57.3142,2.5001
550.6,-57.3017,1.5625
550.7,-57.2892,2.1876
550.8,-57.258,2.5001
550.9,-57.258,2.8126
551,-57.2142,2.5001
551.1,-57.2017,3.7501
551.2,-57.1767,2.5001
551.3,-57.1705,2.1876
551.4,-57.1517,2.5001
551.5,-57.1392,2.8126
551.6,-57.133,3.4376
551.7,-57.1205,3.7501
551.8,-57.1205,1.8751
551.9,-57.1142,2.8126
552,-57.1017,1.8751
552.1,-57.0767,2.5001
552.2,-57.0892,3.1251
552.3,-57.0892,2.8126
552.4,-57.0892,2.5001
552.5,-57.083,3.1251
552.6,-57.0767,2.8126
552.7,-57.083,2.5001
552.8,-57.0642,0.31251
552.9,-57.0455,2.8126
553,-57.0392,1.5625
553.1,-57.0142,1.8751
553.2,-57.0205,2.8126
553.3,-56.9955,2.5001
553.4,-56.9892,3.1251
553.5,-56.9705,1.25
553.6,-56.9705,4.3751
553.7,-56.9892,4.0626
553.8,-56.9892,1.8751
553.9,-56.9455,0.93753
554,-56.933,1.25
554.1,-56.9205,1.8751
554.2,-56.9017,2.1876
554.3,-56.8767,1.25
554.4,-56.8642,2.5001
554.5,-56.858,4.0626
554.6,-56.8267,0
554.7,-56.7955,1.8751
554.8,-56.7642,2.5001
554.9,-56.7392,2.5001
555,-56.7267,3.1251
555.1,-56.733,3.1251
555.2,-56.708,2.8126
555.3,-56.7017,2.5001
555.4,-56.7017,1.8751
555.5,-56.6705,1.25
555.6,-56.658,3.4376
555.7,-56.6267,1.5625
555.8,-56.6267,2.8126
555.9,-56.6142,1.5625
556,-56.608,4.0626
556.1,-56.6017,4.0626
556.2,-56.6267,3.4376
556.3,-56.6017,0
556.4,-56.6017,2.1876
556.5,-56.583,1.8751
556.6,-56.558,1.8751
556.7,-56.5705,3.1251
556.8,-56.583,2.1876
556.9,-56.5705,3.7501
557,-56.5705,2.5001
557.1,-56.583,2.8126
557.2,-56.558,1.25
557.3,-56.5517,2.1876
557.4,-56.5705,2.5001
557.5,-56.5455,2.8126
557.6,-56.5455,2.5001
557.7,-56.5455,2.5001
557.8,-56.5392,1.5625
557.9,-56.5205,1.5625
558,-56.508,1.25
558.1,-56.4955,1.8751
558.2,-56.508,3.7501
558.3,-56.5017,1.5625
558.4,-56.4767,0.93753
558.5,-56.4642,1.5625
558.6,-56.4455,2.1876
558.7,-56.433,1.5625
558.8,-56.4517,4.0626
558.9,-56.4267,1.25
559,-56.4142,1.5625
559.1,-56.3955,1.5625
559.2,-56.3955,1.8751
559.3,-56.3767,2.5001
559.4,-56.3705,1.25
559.5,-56.3705,4.0626
559.6,-56.3767,1.5625
559.7,-56.3767,3.7501
559.8,-56.3642,2.5001
559.9,-56.3642,1.8751
560,-56.3705,2.1876
560.1,-56.3642,1.5625
560.2,-56.358,2.1876
560.3,-56.358,2.5001
560.4,-56.358,3.7501
560.5,-56.3705,2.5001
560.6,-56.358,0
560.7,-56.358,1.5625
560.8,-56.3517,2.5001
560.9,-56.333,1.5625
561,-56.3205,1.25
561.1,-56.3392,2.1876
561.2,-56.3142,2.5001
561.3,-56.3142,1.5625
561.4,-56.3205,2.5001
561.5,-56.2955,0
561.6,-56.2517,0
561.7,-56.208,0.31251
561.8,-56.208,3.1251
561.9,-56.133,0.31251
562,-56.0955,1.25
562.1,-56.058,1.5625
562.2,-56.0705,4.3751
562.3,-56.0642,3.7501
562.4,-56.033,1.25
562.5,-56.0205,3.1251
562.6,-55.9892,1.8751
562.7,-55.9892,4.0626
562.8,-55.9892,3.7501
562.9,-55.9892,3.1251
563,-56.0017,4.0626
563.1,-55.9955,5.0002
563.2,-55.9955,3.1251
563.3,-56.0017,1.25
563.4,-56.0017,2.5001
563.5,-55.983,1.8751
563.6,-55.9892,2.1876
563.7,-55.9892,2.8126
563.8,-56.0017,3.4376
563.9,-55.9767,1.25
564,-55.9642,0.62502
564.1,-55.933,2.1876
564.2,-55.9205,1.8751
564.3,-55.933,4.3751
564.4,-55.9205,2.5001
564.5,-55.9017,2.8126
564.6,-55.908,3.4376
564.7,-55.9017,3.1251
564.8,-55.9017,2.5001
564.9,-55.9142,2.8126
565,-55.9142,3.1251
565.1,-55.9017,1.5625
565.2,-55.9017,2.1876
565.3,-55.8892,2.1876
565.4,-55.8892,1.8751
565.5,-55.8705,1.5625
565.6,-55.8642,1.8751
565.7,-55.8392,1.25
565.8,-55.808,0.93753
565.9,-55.808,2.5001
566,-55.8017,3.1251
566.1,-55.7892,2.5001
566.2,-55.7892,2.8126
566.3,-55.7705,2.5001
566.4,-55.7579,1.25
566.5,-55.7267,1.8751
566.6,-55.7017,1.25
566.7,-55.6892,3.4376
566.8,-55.6829,3.1251
566.9,-55.6767,3.4376
567,-55.6642,3.1251
567.1,-55.6767,4.3751
567.2,-55.6954,2.1876
567.3,-55.6517,1.25
567.4,-55.6704,3.7501
567.5,-55.6642,3.4376
567.6,-55.6642,3.1251
567.7,-55.6579,1.25
567.8,-55.6829,3.4376
567.9,-55.6704,1.5625
568,-55.6392,1.8751
568.1,-55.6579,2.5001
568.2,-55.6329,1.25
568.3,-55.6267,2.5001
568.4,-55.6204,3.4376
568.5,-55.6142,2.8126
568.6,-55.6454,3.4376
568.7,-55.6329,1.5625
568.8,-55.6267,1.5625
568.9,-55.6204,3.1251
569,-55.6142,1.8751
569.1,-55.5954,2.5001
569.2,-55.5767,1.25
569.3,-55.5579,1.5625
569.4,-55.5392,2.8126
569.5,-55.5142,2.1876
569.6,-55.4892,0.93753
569.7,-55.4767,2.5001
569.8,-55.4767,2.8126
569.9,-55.4579,1.8751
570,-55.4642,3.7501
570.1,-55.4642,3.1251
570.2,-55.4767,3.7501
570.3,-55.4829,2.5001
570.4,-55.4704,2.5001
570.5,-55.4829,2.5001
570.6,-55.4579,0.93753
570.7,-55.4642,1.8751
570.8,-55.4579,1.25
570.9,-55.4204,0
571,-55.4142,2.8126
571.1,-55.4204,3.4376
571.2,-55.4142,3.7501
571.3,-55.4017,1.5625
571.4,-55.4017,1.5625
571.5,-55.3829,2.1876
571.6,-55.3829,2.1876
571.7,-55.3704,2.5001
571.8,-55.3642,2.5001
571.9,-55.3579,1.5625
572,-55.3454,1.8751
572.1,-55.3142,0
572.2,-55.2954,3.1251
572.3,-55.2767,1.5625
572.4,-55.2642,1.8751
572.5,-55.2392,2.5001
572.6,-55.2454,3.1251
572.7,-55.2267,3.4376
572.8,-55.2079,1.8751
572.9,-55.2204,4.0626
573,-55.1892,2.1876
573.1,-55.1954,1.8751
573.2,-55.1767,0.62502
573.3,-55.1454,0.93753
573.4,-55.1079,2.5001
573.5,-55.1204,2.5001
573.6,-55.1017,4.3751
573.7,-55.1267,5.0002
573.8,-55.1454,3.4376
573.9,-55.1454,2.5001
574,-55.1267,1.5625
574.1,-55.1329,0
574.2,-55.1142,3.4376
574.3,-55.1204,1.8751
574.4,-55.1142,1.8751
574.5,-55.1267,3.7501
574.6,-55.1392,2.5001
574.7,-55.1267,2.1876
574.8,-55.1329,1.8751
574.9,-55.1329,1.25
575,-55.1079,0.31251
575.1,-55.1142,3.4376
575.2,-55.1329,2.8126
575.3,-55.1204,2.1876
575.4,-55.1142,2.1876
575.5,-55.0892,0
575.6,-55.1017,3.7501
575.7,-55.0954,2.5001
575.8,-55.0829,1.25
575.9,-55.0642,1.8751
576,-55.0142,-0.62502
576.1,-55.0204,2.8126
576.2,-55.0142,3.1251
576.3,-55.0204,4.0626
576.4,-55.0267,3.1251
576.5,-55.0017,0.62502
576.6,-54.9829,2.1876
576.7,-54.9767,1.8751
576.8,-54.9767,2.8126
576.9,-54.9642,1.5625
577,-54.9704,2.5001
577.1,-54.9454,2.5001
577.2,-54.9517,2.8126
577.3,-54.9517,3.1251
577.4,-54.9642,4.0626
577.5,-54.9767,1.5625
577.6,-54.9517,0.62502
577.7,-54.9642,3.4376
577.8,-54.9704,3.1251
577.9,-54.9829,2.5001
578,-54.9829,1.5625
578.1,-54.9829,2.8126
578.2,-54.9954,1.8751
578.3,-54.9704,0.93753
578.4,-54.9642,2.5001
578.5,-54.9704,2.5001
578.6,-54.9267,0
578.7,-54.9142,2.5001
578.8,-54.9142,2.8126
578.9,-54.9142,0.62502
579,-54.9079,2.8126
579.1,-54.8892,1.5625
579.2,-54.9079,2.8126
579.3,-54.9017,2.5001
579.4,-54.8954,2.5001
579.5,-54.8954,2.1876
579.6,-54.8704,2.1876
579.7,-54.8829,1.8751
579.8,-54.8392,2.5001
579.9,-54.8454,3.4376
580,-54.8517,2.1876
580.1,-54.8517,4.0626
580.2,-54.8392,1.25
580.3,-54.8204,0
580.4,-54.8017,2.8126
580.5,-54.7954,2.8126
580.6,-54.7829,2.5001
580.7,-54.7892,4.0626
580.8,-54.7954,4.0626
580.9,-54.7954,2.5001
581,-54.8079,3.7501
581.1,-54.8079,3.1251
581.2,-54.8079,1.8751
581.3,-54.7892,1.8751
581.4,-54.7829,2.8126
581.5,-54.7954,3.4376
581.6,-54.8142,4.3751
581.7,-54.8142,2.8126
581.8,-54.8142,1.25
581.9,-54.8204,3.1251
582,-54.8329,1.5625
582.1,-54.8204,2.1876
582.2,-54.7892,0.62502
582.3,-54.7892,2.5001
582.4,-54.7954,4.3751
582.5,-54.7954,1.5625
582.6,-54.8079,4.0626
582.7,-54.8142,3.1251
582.8,-54.8142,2.5001
582.9,-54.8267,2.8126
583,-54.8329,2.8126
583.1,-54.8204,1.5625
583.2,-54.8079,0.93753
583.3,-54.7829,1.8751
583.4,-54.7704,1.25
583.5,-54.7642,2.8126
583.6,-54.7579,3.1251
583.7,-54.7454,1.8751
583.8,-54.7204,2.8126
583.9,-54.7142,3.1251
584,-54.7267,3.4376
584.1,-54.7017,2.5001
584.2,-54.7017,2.5001
584.3,-54.6954,1.5625
584.4,-54.6704,1.5625
584.5,-54.6579,3.4376
584.6,-54.6579,2.5001
584.7,-54.6392,2.1876
584.8,-54.6142,1.25
584.9,-54.6017,2.5001
585,-54.6267,6.5627
585.1,-54.6392,3.1251
585.2,-54.6204,1.5625
585.3,-54.6204,1.5625
585.4,-54.6017,0.93753
585.5,-54.5829,2.5001
585.6,-54.5579,3.1251
585.7,-54.5829,4.0626
585.8,-54.5704,1.8751
585.9,-54.5517,1.5625
586,-54.5454,1.5625
586.1,-54.5392,3.1251
586.2,-54.5267,2.1876
586.3,-54.5079,2.8126
586.4,-54.5079,2.8126
586.5,-54.5329,5.0002
586.6,-54.5454,2.8126
586.7,-54.5454,3.4376
586.8,-54.5579,2.8126
586.9,-54.5579,1.8751
587,-54.5454,1.8751
587.1,-54.5392,2.8126
587.2,-54.5454,2.1876
587.3,-54.5517,2.1876
587.4,-54.5642,5.0002
587.5,-54.5767,3.1251
587.6,-54.5829,2.5001
587.7,-54.5829,1.25
587.8,-54.5642,1.5625
587.9,-54.5642,0.62502
588,-54.5642,2.5001
588.1,-54.5579,3.1251
588.2,-54.5704,3.1251
588.3,-54.5579,1.8751
588.4,-54.5454,0.31251
588.5,-54.5204,1.25
588.6,-54.5204,3.7501
588.7,-54.5267,3.4376
588.8,-54.5329,3.1251
588.9,-54.5079,0.93753
589,-54.5017,1.5625
589.1,-54.4954,3.1251
589.2,-54.4767,2.5001
589.3,-54.4892,2.8126
589.4,-54.4829,2.5001
589.5,-54.4642,2.5001
589.6,-54.4642,3.1251
589.7,-54.4642,2.5001
589.8,-54.4579,2.8126
589.9,-54.4579,2.1876
590,-54.4704,2.5001
590.1,-54.4704,2.5001
590.2,-54.4579,2.1876
590.3,-54.4642,1.8751
590.4,-54.4517,1.25
590.5,-54.4267,1.5625
590.6,-54.4204,0.93753
590.7,-54.4329,3.4376
590.8,-54.4267,1.8751
590.9,-54.4329,4.0626
591,-54.4267,3.7501
591.1,-54.4204,0
591.2,-54.4142,1.8751
591.3,-54.4017,1.25
591.4,-54.4079,1.8751
591.5,-54.3892,2.1876
591.6,-54.4079,4.0626
