Show,Cell,Episode,SweepWindow,Drug,DrugTime,WCTime,StimDescription,path,drug_level,has_hyperpolarizing,hyper_start_ms,hyper_end_ms,hyper_amp,depol_start_ms,depol_end_ms,depol_amp,depol_source,after_step_ms,stim_source,voltage_channel,n_spikes_post,first_spike_ms,last_spike_ms,persist_span_ms
1,Neocortex A.01Mar16,S1.E15,50000,ML297+CCh+1/2uM NS309,608.8359375,682.359375,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 1 Mar 2016/Neocortex A.01Mar16.S1.E15.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,47000.0,StimulusA,A,132,3734.3000109419227,49762.10069680959,46762.10069680959
1,Neocortex A.06Jul18,S1.E8,50000,2uM CCh + 2/3uM ML297,844.53125,1185.0,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E8.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,257,4255.600003808737,49948.900684691966,45948.900684691966
1,Neocortex A.06Jul18,S1.E10,50000,2uM CCh + 2/3uM ML297,1062.04296875,1402.51171875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E10.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,217,4355.900005303323,49979.40068514645,45979.40068514645
1,Neocortex A.06Jul18,S1.E13,50000,2uM CCh + 2/3uM ML297,1364.23046875,1704.69921875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E13.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,327,4209.600003123283,49954.10068476945,45954.10068476945
1,Neocortex A.06Jul18,S1.E15,50000,2uM CCh + 2/3uM ML297,1587.78125,1928.25,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E15.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,291,4293.300004370511,49959.00068484247,45959.00068484247
1,Neocortex A.06Jul18,S1.E20,50000,2uM CCh + 2/3uM ML297,2092.19140625,2432.66015625,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E20.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,356,4285.000004246831,49933.60068446398,45933.60068446398
1,Neocortex A.06Jul18,S1.E21,50000,2uM CCh + 2/3uM ML297,2187.48046875,2527.94921875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E21.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,261,4403.700006015599,49849.20068320632,45849.20068320632
1,Neocortex A.06Jul18,S1.E24,50000,2uM CCh + 2/3uM ML297,2500.96484375,2841.43359375,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 6 Jul 2018/Neocortex A.06Jul18.S1.E24.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,46000.0,StimulusA,A,427,4206.200003072619,49960.10068485886,45960.10068485886
1,Neocortex A.07Mar19,S1.E10,25000,2uM CCh + 2/3uM ML297,674.23828125,861.78125,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/03.March/Data 7 Mar 2019/Neocortex A.07Mar19.S1.E10.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,21000.0,StimulusA,A,73,4735.500010959804,24974.100312538445,20974.100312538445
1,Neocortex A.07Mar19,S1.E21,25000,2uM CCh + 2/3uM ML297,1651.61328125,1839.15625,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/03.March/Data 7 Mar 2019/Neocortex A.07Mar19.S1.E21.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,21000.0,StimulusA,A,96,4559.100008331239,24834.800310462713,20834.800310462713
1,Neocortex A.07Mar19,S1.E22,25000,2uM CCh + 2/3uM ML297,1746.3203125,1933.86328125,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];  2ms delay",/Volumes/Assets/Edward/Data/Traces/2019/03.March/Data 7 Mar 2019/Neocortex A.07Mar19.S1.E22.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,21000.0,StimulusA,A,93,4656.100009776652,24845.100310616195,20845.100310616195
1,Neocortex A.07Oct16,S1.E9,30000,2uM CCh,261.16796875,442.0390625,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/10.October/Data 7 Oct 2016/Neocortex A.07Oct16.S1.E9.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,27000.0,StimulusA,A,145,3520.200007751584,29921.20040115714,26921.20040115714
1,Neocortex A.07Oct16,S1.E10,30000,2uM CCh,314.171875,495.04296875,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/10.October/Data 7 Oct 2016/Neocortex A.07Oct16.S1.E10.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,27000.0,StimulusA,A,140,3347.000005170703,29847.400400057435,26847.400400057435
1,Neocortex A.07Oct16,S1.E11,30000,2uM CCh,492.53515625,673.40625,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/10.October/Data 7 Oct 2016/Neocortex A.07Oct16.S1.E11.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,27000.0,StimulusA,A,194,3279.4000041633844,29934.800401359797,26934.800401359797
1,Neocortex A.08Jan19,S1.E7,25000,2uM CCh + 2/3uM ML297,705.09765625,783.3984375,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/01.January/Data 8 Jan 2019/Neocortex A.08Jan19.S1.E7.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,21000.0,StimulusA,A,186,4310.800004631281,24941.400312051177,20941.400312051177
1,Neocortex A.08Jan19,S1.E11,25000,2uM CCh + 2/3uM ML297,1229.98046875,1308.28125,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000]; TTL1: Puff 20800.0ms",/Volumes/Assets/Edward/Data/Traces/2019/01.January/Data 8 Jan 2019/Neocortex A.08Jan19.S1.E11.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,21000.0,StimulusA,A,187,4279.700004167855,24903.500311486423,20903.500311486423
1,Neocortex A.09Jul18,S1.E6,50000,2uM CCh + 2/3uM ML297,769.76171875,1161.171875,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 9 Jul 2018/Neocortex A.09Jul18.S1.E6.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,46000.0,StimulusA,A,157,4420.100006259978,49951.00068472326,45951.00068472326
1,Neocortex A.09Jul18,S1.E9,50000,2uM CCh + 2/3uM ML297,1087.703125,1479.11328125,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 9 Jul 2018/Neocortex A.09Jul18.S1.E9.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,46000.0,StimulusA,A,183,4395.500005893409,49832.200682953,45832.200682953
1,Neocortex A.09Jul18,S1.E10,50000,2uM CCh + 2/3uM ML297,1194.7734375,1586.18359375,"DAC0: PulseA -50 [200,1000];PulseB 300 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 9 Jul 2018/Neocortex A.09Jul18.S1.E10.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,300.0,pulseB,46000.0,StimulusA,A,114,4418.500006236136,37193.400494620204,33193.400494620204
1,Neocortex A.11Feb16,S1.E14,50000,,435.2890625,539.890625,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/02.February/Data 11 Feb 2016/Neocortex A.11Feb16.S1.E14.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,47000.0,StimulusA,A,171,3845.4000125974417,49862.50069830567,46862.50069830567
1,Neocortex A.11Feb16,S1.E15,50000,,644.7734375,749.375,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/02.February/Data 11 Feb 2016/Neocortex A.11Feb16.S1.E15.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,47000.0,StimulusA,A,124,3521.000007763505,49793.300697274506,46793.300697274506
1,Neocortex A.11Feb16,S1.E16,50000,,820.52734375,925.12890625,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/02.February/Data 11 Feb 2016/Neocortex A.11Feb16.S1.E16.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,47000.0,StimulusA,A,148,3363.8000054210424,49823.20069772005,46823.20069772005
1,Neocortex A.13Jul18,S1.E10,50000,2uM CCh + 2/3uM ML297,1363.2734375,1714.01171875,"DAC0: PulseA -50 [200,1000];PulseB 300 [4000,6000];",/Volumes/Assets/Edward/Data/Traces/2018/07.July/Data 13 Jul 2018/Neocortex A.13Jul18.S1.E10.dat,1,True,200.0,1000.0,-50.0,4000.0,6000.0,300.0,pulseB,44000.0,StimulusA,A,320,6848.400012642145,49917.100654415786,43917.100654415786
1,Neocortex A.14Jan19,S1.E9,30000,2uM CCh + 2/3uM ML297,1098.73046875,1209.7578125,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/01.January/Data 14 Jan 2019/Neocortex A.14Jan19.S1.E9.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,26000.0,StimulusA,A,70,4493.0000073462725,29618.300381742418,25618.300381742418
1,Neocortex A.14Jan19,S1.E10,30000,2uM CCh + 2/3uM ML297,1434.453125,1545.48046875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/01.January/Data 14 Jan 2019/Neocortex A.14Jan19.S1.E10.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,26000.0,StimulusA,A,80,4457.400006815791,29860.60038535297,25860.60038535297
1,Neocortex A.14Jan19,S1.E11,30000,2uM CCh + 2/3uM ML297,1541.07421875,1652.1015625,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/01.January/Data 14 Jan 2019/Neocortex A.14Jan19.S1.E11.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,150.0,pulseB,26000.0,StimulusA,A,68,4371.100005529821,29699.500382952392,25699.500382952392
1,Neocortex A.14Jan19,S1.E12,30000,2uM CCh + 2/3uM ML297,1719.68359375,1830.7109375,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/01.January/Data 14 Jan 2019/Neocortex A.14Jan19.S1.E12.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,150.0,pulseB,26000.0,StimulusA,A,87,4324.300004832447,29980.7003871426,25980.7003871426
1,Neocortex A.15Mar16,S1.E9,50000,ML297+CCh,1026.515625,1128.796875,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 15 Mar 2016/Neocortex A.15Mar16.S1.E9.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,47000.0,StimulusA,A,314,3213.500003181398,49984.30070012063,46984.30070012063
1,Neocortex A.15Mar16,S1.E10,50000,ML297+CCh,1275.87890625,1378.16015625,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 15 Mar 2016/Neocortex A.15Mar16.S1.E10.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,181,3001.000000014901,49845.000698044896,46845.000698044896
1,Neocortex A.15Mar16,S1.E11,50000,ML297+CCh,1407.87890625,1510.16015625,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 15 Mar 2016/Neocortex A.15Mar16.S1.E11.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,249,3263.8000039309263,49829.00069780648,46829.00069780648
1,Neocortex A.16Mar16,S1.E9,50000,ML297+CCh,1127.90625,1252.67578125,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 16 Mar 2016/Neocortex A.16Mar16.S1.E9.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,114,3665.700009919703,49690.100695736706,46690.100695736706
1,Neocortex A.18Mar16,S1.E10,50000,ML297+CCh,847.9140625,958.26953125,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 18 Mar 2016/Neocortex A.18Mar16.S1.E10.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,223,3418.3000062331557,49905.60069894791,46905.60069894791
1,Neocortex A.18Mar16,S1.E11,50000,ML297+CCh,1009.9453125,1120.30078125,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 18 Mar 2016/Neocortex A.18Mar16.S1.E11.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,150,3632.6000094264746,49915.60069909692,46915.60069909692
1,Neocortex A.18Mar16,S1.E12,50000,ML297+CCh,1196.5703125,1306.92578125,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 18 Mar 2016/Neocortex A.18Mar16.S1.E12.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,175,3000.10000000149,49839.20069795847,46839.20069795847
1,Neocortex A.25Sep15,S1.E14,40000,ML297+CCh,2709.78125,2838.82421875,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/09.September/Data 25 Sep 2015/Neocortex A.25Sep15.S1.E14.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,37000.0,StimulusA,A,209,3002.2000000327826,39851.60054913163,36851.60054913163
1,Neocortex A.25Sep15,S1.E16,40000,ML297+CCh,3107.7734375,3236.81640625,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/09.September/Data 25 Sep 2015/Neocortex A.25Sep15.S1.E16.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,37000.0,StimulusA,A,163,3630.8000093996525,39834.60054887831,36834.60054887831
1,Neocortex A.25Sep15,S1.E18,40000,ML297+CCh,3380.5625,3509.60546875,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/09.September/Data 25 Sep 2015/Neocortex A.25Sep15.S1.E18.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,37000.0,StimulusA,A,181,3655.8000097721815,39933.60055035353,36933.60055035353
1,Neocortex A.25Sep15,S1.E22,40000,ML297+CCh,3777.15234375,3906.1953125,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/09.September/Data 25 Sep 2015/Neocortex A.25Sep15.S1.E22.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,37000.0,StimulusA,A,197,3597.500008903444,39906.300549946725,36906.300549946725
1,Neocortex A.25Sep15,S1.E24,40000,ML297+CCh,3999.09375,4128.13671875,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/09.September/Data 25 Sep 2015/Neocortex A.25Sep15.S1.E24.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,37000.0,StimulusA,A,186,3478.3000071272254,39071.9005375132,36071.9005375132
1,Neocortex A.29Feb16,S1.E14,50000,,1682.421875,1801.171875,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/02.February/Data 29 Feb 2016/Neocortex A.29Feb16.S1.E14.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,107,3845.600012600422,49765.900696866214,46765.900696866214
1,Neocortex A.29Feb16,S1.E15,50000,,1832.04296875,1950.79296875,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/02.February/Data 29 Feb 2016/Neocortex A.29Feb16.S1.E15.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,98,3691.600010305643,49813.20069757104,46813.20069757104
1,Neocortex A.29Nov18,S65.E57,25000,2uM CCh + 2/3uM ML297,974.58984375,4754.484375,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/11.November/Data 29 Nov 2018/Neocortex A.29Nov18.S65.E57.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,21000.0,StimulusA,A,97,4730.200010880828,24903.900311492383,20903.900311492383
1,Neocortex A.29Nov18,S65.E61,25000,2uM CCh + 2/3uM ML297,1600.2421875,5380.13671875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",/Volumes/Assets/Edward/Data/Traces/2018/11.November/Data 29 Nov 2018/Neocortex A.29Nov18.S65.E61.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,21000.0,StimulusA,A,120,4532.300007931888,24894.000311344862,20894.000311344862
1,Neocortex A.29Nov18,S65.E69,25000,2uM CCh + 2/3uM ML297,2771.29296875,6551.1875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",/Volumes/Assets/Edward/Data/Traces/2018/11.November/Data 29 Nov 2018/Neocortex A.29Nov18.S65.E69.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,21000.0,StimulusA,A,120,4442.2000065892935,24897.700311399996,20897.700311399996
1,Neocortex A.29Nov18,S65.E71,25000,2uM CCh + 2/3uM ML297,3125.29296875,6905.1875,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",/Volumes/Assets/Edward/Data/Traces/2018/11.November/Data 29 Nov 2018/Neocortex A.29Nov18.S65.E71.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,21000.0,StimulusA,A,116,4488.100007273257,24930.300311885774,20930.300311885774
1,Neocortex B.01Mar16,S1.E18,20000,ML297+CCh+1/2uM NS309,1817.52734375,1884.1796875,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 1 Mar 2016/Neocortex B.01Mar16.S1.E18.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,17000.0,StimulusA,A,99,3597.2000088989735,19938.80025240779,16938.80025240779
1,Neocortex B.01Mar16,S1.E19,20000,ML297+CCh+1/2uM NS309,2317.15625,2383.80859375,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 1 Mar 2016/Neocortex B.01Mar16.S1.E19.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,17000.0,StimulusA,A,93,3660.0000098347664,19935.900252364576,16935.900252364576
1,Neocortex B.01Mar16,S1.E20,20000,ML297+CCh+1/2uM NS309,2606.0546875,2672.70703125,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 1 Mar 2016/Neocortex B.01Mar16.S1.E20.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,17000.0,StimulusA,A,85,3638.5000095143914,19828.00025075674,16828.00025075674
1,Neocortex B.01Mar16,S1.E21,50000,ML297+CCh+1/2uM NS309,2733.27734375,2799.9296875,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 1 Mar 2016/Neocortex B.01Mar16.S1.E21.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,47000.0,StimulusA,A,216,3681.8000101596117,49807.70069748908,46807.70069748908
1,Neocortex B.02Mar16,S1.E18,50000,ML297+CCh+1/2uM NS309,1702.5078125,1829.08203125,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 2 Mar 2016/Neocortex B.02Mar16.S1.E18.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,47000.0,StimulusA,A,240,3640.900009550154,49789.60069721937,46789.60069721937
1,Neocortex B.02Mar16,S1.E19,50000,ML297+CCh+1/2uM NS309,2319.14453125,2445.71875,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 2 Mar 2016/Neocortex B.02Mar16.S1.E19.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,47000.0,StimulusA,A,179,3820.1000122204423,49809.000697508454,46809.000697508454
1,Neocortex B.02Mar16,S1.E20,50000,ML297+CCh+1/2uM NS309,2506.20703125,2632.78125,"DAC0: PulseB 200 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2016/03.March/Data 2 Mar 2016/Neocortex B.02Mar16.S1.E20.dat,1,False,,,,1000.0,3000.0,200.0,pulseB,47000.0,StimulusA,A,203,3430.8000064194202,49909.80069901049,46909.80069901049
1,Neocortex B.04Jun15,S1.E35,50000,7.5uM CCh,1215.1328125,1512.05859375,"DAC0: PulseB 300 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/06.June/Data 4 Jun 2015/Neocortex B.04Jun15.S1.E35.dat,1,False,,,,1000.0,3000.0,300.0,pulseB,47000.0,StimulusA,A,152,3456.60000680387,49690.000695735216,46690.000695735216
1,Neocortex B.04Jun15,S1.E41,50000,7.5uM CCh,1922.9375,2219.86328125,"DAC0: PulseB 500 [1000,3000];",/Volumes/Assets/Edward/Data/Traces/2015/06.June/Data 4 Jun 2015/Neocortex B.04Jun15.S1.E41.dat,1,False,,,,1000.0,3000.0,500.0,pulseB,47000.0,StimulusA,A,165,3686.7000102326274,49840.30069797486,46840.30069797486
1,Neocortex B.07Dec18,S1.E7,25000,2uM CCh + 2/3uM ML297,771.77734375,819.08984375,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S1.E7.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,76,4391.4000058323145,24740.100309051573,20740.100309051573
1,Neocortex B.07Dec18,S1.E8,25000,2uM CCh + 2/3uM ML297,891.4296875,938.7421875,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S1.E8.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,62,4419.200006246567,24774.800309568644,20774.800309568644
1,Neocortex B.07Dec18,S1.E9,25000,2uM CCh + 2/3uM ML297,1143.6875,1191.0,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000]; TTL1: Puff 3400.0ms",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S1.E9.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,79,4408.100006081164,24859.40031082928,20859.40031082928
1,Neocortex B.07Dec18,S1.E18,25000,2uM CCh + 2/3uM ML297,1947.55859375,1994.87109375,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S1.E18.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,54,4786.500011719763,24779.00030963123,20779.00030963123
1,Neocortex B.07Dec18,S2.E2,25000,2uM CCh + 2/3uM ML297,2953.85546875,3001.16796875,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S2.E2.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,70,4460.200006857514,24682.500308193266,20682.500308193266
1,Neocortex B.07Dec18,S2.E3,25000,2uM CCh + 2/3uM ML297,3046.6328125,3093.9453125,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000]; TTL1: Puff 20800.0ms",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S2.E3.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,68,4462.700006894767,24895.400311365724,20895.400311365724
1,Neocortex B.07Dec18,S3.E9,25000,2uM CCh + 2/3uM ML297,3967.92578125,4015.23828125,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S3.E9.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,81,4547.700008161366,24764.00030940771,20764.00030940771
1,Neocortex B.07Dec18,S4.E1,25000,2uM CCh + 2/3uM ML297,4827.375,4874.6875,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2018/12.December/Data 7 Dec 2018/Neocortex B.07Dec18.S4.E1.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,250.0,pulseB,21000.0,StimulusA,A,59,4878.0000130832195,24920.500311739743,20920.500311739743
1,Neocortex B.07Mar19,S1.E7,25000,2uM CCh + 2/3uM ML297,707.1328125,804.83203125,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/03.March/Data 7 Mar 2019/Neocortex B.07Mar19.S1.E7.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,21000.0,StimulusA,A,52,4408.700006090105,24922.100311763585,20922.100311763585
1,Neocortex B.07Mar19,S1.E20,25000,2uM CCh + 2/3uM ML297,1613.984375,1711.68359375,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",/Volumes/Assets/Edward/Data/Traces/2019/03.March/Data 7 Mar 2019/Neocortex B.07Mar19.S1.E20.dat,1,True,200.0,1000.0,-50.0,2000.0,4000.0,200.0,pulseB,21000.0,StimulusA,A,44,4346.6000051647425,24597.800306931138,20597.800306931138
